LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0001239,C001713,Home Improvement,Midlands,13000,24,9.9,2025-02-26,2025-03-03,5,Approved,Medium,6087.76
L0001240,C001714,Home Improvement,London,15000,36,7.9,2026-02-06,2026-02-10,4,Closed,Low,0
L0001241,C001715,Home Improvement,Midlands,14000,48,15.9,2026-03-02,2026-03-07,5,Closed,High,0
L0001242,C001716,Car Finance,London,5500,48,15.9,2025-10-10,2025-10-11,1,Active,High,3285.54
L0001243,C001717,Home Improvement,South West,18000,24,18.9,2025-04-23,2025-04-29,6,Active,High,6802.76
L0001244,C001718,Car Finance,Wales,7000,48,12.9,2025-08-20,2025-08-26,6,Defaulted,Medium,1316.88
L0001245,C001719,Debt Consolidation,Wales,14000,48,7.9,2026-01-04,2026-01-11,7,Active,Low,12134.36
L0001246,C001720,Car Finance,Midlands,23000,48,12.9,2025-05-03,2025-05-09,6,Approved,Low,7610.59
L0001247,C001722,Home Improvement,Scotland,10000,36,18.9,2025-09-09,2025-09-16,7,Active,Low,8495.35
L0001248,C001724,Personal Loan,Midlands,3500,24,7.9,2025-09-02,2025-09-09,7,Active,Medium,1266.55
L0001249,C001727,Home Improvement,London,11500,48,7.9,2026-03-30,2026-04-06,7,Approved,Low,6643.95
L0001250,C001729,Personal Loan,London,6000,48,15.9,2025-03-14,2025-03-18,4,Active,High,2817.47
L0001251,C001730,Home Improvement,South East,24000,12,9.9,2025-10-17,2025-10-20,3,Active,Low,12540.04
L0001252,C001732,Car Finance,South East,3500,60,18.9,2025-08-12,2025-08-18,6,Active,High,2890.27
L0001253,C001733,Personal Loan,London,28500,60,15.9,2025-11-20,2025-11-25,5,Active,Low,27218.51
L0001254,C001734,Personal Loan,Wales,17000,12,18.9,2025-02-16,2025-02-22,6,Closed,High,0
L0001255,C001735,Home Improvement,Wales,14000,24,9.9,2025-07-21,2025-07-23,2,Active,Medium,2321.67
L0001256,C001737,Home Improvement,London,11500,36,9.9,2025-03-08,2025-03-13,5,Active,Low,6951.43
L0001257,C001739,Debt Consolidation,North West,22500,12,12.9,2025-06-12,2025-06-19,7,Defaulted,Low,7840.85
L0001258,C001740,Debt Consolidation,London,20000,12,9.9,2025-10-28,2025-11-03,6,Active,Low,3043.16
L0001259,C001741,Debt Consolidation,South East,2000,48,18.9,2026-03-24,2026-03-29,5,Active,Low,693.66
L0001260,C001743,Personal Loan,North West,26500,36,7.9,2025-01-23,2025-01-27,4,Active,Low,9835.76
L0001261,C001744,Debt Consolidation,Midlands,14500,60,7.9,2025-08-08,2025-08-14,6,Active,Medium,13414.06
L0001262,C001746,Home Improvement,South West,22000,24,12.9,2025-09-10,2025-09-16,6,Active,Low,15401.96
L0001263,C001748,Personal Loan,Wales,7500,60,9.9,2025-12-23,2025-12-31,8,Active,Low,6478.88
L0001264,C001749,Debt Consolidation,Midlands,7000,36,7.9,2025-01-12,2025-01-17,5,Active,Low,2034.07
L0001265,C001752,Debt Consolidation,London,23500,12,18.9,2025-06-15,2025-06-18,3,Active,Low,6261.35
L0001266,C001753,Debt Consolidation,Scotland,28500,60,15.9,2025-10-30,2025-11-07,8,Active,Medium,20760.01
L0001267,C001754,Home Improvement,Midlands,4000,36,12.9,2026-05-18,2026-05-28,10,Closed,Low,0
L0001268,C001755,Debt Consolidation,London,9000,36,9.9,2025-02-18,2025-02-22,4,Active,Low,8093.44
L0001269,C001756,Home Improvement,Midlands,29000,12,7.9,2025-05-30,2025-06-05,6,Closed,Low,0
L0001270,C001757,Personal Loan,London,8500,48,12.9,2025-04-01,2025-04-04,3,Active,Low,6213.11
L0001271,C001760,Car Finance,London,4500,60,18.9,2025-11-18,2025-11-22,4,Approved,High,2544.69
L0001272,C001761,Debt Consolidation,London,14000,48,12.9,2025-06-22,2025-06-26,4,Active,Low,10322.49
L0001273,C001762,Debt Consolidation,Scotland,10000,60,9.9,2025-12-07,2025-12-12,5,Active,Low,7882.38
L0001274,C001764,Home Improvement,South East,25500,48,15.9,2025-06-19,2025-06-26,7,Active,Low,21842.51
L0001275,C001765,Home Improvement,Midlands,29000,12,12.9,2025-01-19,2025-01-27,8,Delinquent,Low,11655.75
L0001276,C001766,Debt Consolidation,London,27000,60,7.9,2025-12-22,2025-12-27,5,Active,Low,10267.75
L0001277,C001767,Car Finance,London,29000,60,9.9,2025-07-31,2025-08-03,3,Active,Medium,28357.11
L0001278,C001769,Personal Loan,Wales,10500,48,15.9,2025-02-14,2025-02-22,8,Closed,Low,0
L0001279,C001772,Car Finance,South West,20000,24,7.9,2025-10-22,2025-10-25,3,Closed,Medium,0
L0001280,C001775,Home Improvement,London,10000,12,9.9,2026-05-17,2026-05-24,7,Delinquent,Medium,2333.57
L0001281,C001776,Home Improvement,South East,3000,24,12.9,2025-05-20,2025-05-27,7,Active,Low,754.13
L0001282,C001778,Personal Loan,North West,6000,60,9.9,2025-11-21,2025-11-26,5,Active,Low,5075.41
L0001283,C001782,Home Improvement,South West,4000,12,18.9,2025-02-11,2025-02-16,5,Closed,Low,0
L0001284,C001783,Personal Loan,South East,27000,24,9.9,2025-12-15,2025-12-20,5,Active,Low,15069.36
L0001285,C001784,Car Finance,Midlands,10500,48,12.9,2025-10-24,2025-10-27,3,Closed,Medium,0
L0001286,C001786,Debt Consolidation,South East,27000,36,15.9,2026-02-17,2026-02-21,4,Active,Low,8791.1
L0001287,C001787,Home Improvement,North West,18000,24,12.9,2025-03-27,2025-04-02,6,Active,High,7775.5
L0001288,C001788,Home Improvement,North West,28500,12,12.9,2026-06-02,2026-06-07,5,Active,Medium,13962.54
L0001289,C001791,Debt Consolidation,Midlands,2500,60,9.9,2025-08-28,2025-09-01,4,Closed,Medium,0
L0001290,C001792,Debt Consolidation,London,20500,12,7.9,2025-12-25,2025-12-29,4,Active,Low,9272.61
L0001291,C001793,Home Improvement,South West,27500,36,15.9,2025-09-24,2025-09-30,6,Active,Low,26509.2
L0001292,C001794,Personal Loan,London,14000,60,18.9,2026-02-21,2026-03-01,8,Active,Medium,2461.87
L0001293,C001797,Home Improvement,Scotland,21000,48,15.9,2025-08-21,2025-08-26,5,Active,Low,12001.26
L0001294,C001798,Personal Loan,Midlands,21500,60,9.9,2026-02-15,2026-02-18,3,Active,Medium,19910.33
L0001295,C001800,Debt Consolidation,South East,17000,60,7.9,2025-11-14,2025-11-18,4,Approved,Low,13374.7
L0001296,C001801,Personal Loan,South East,24000,12,12.9,2025-07-27,2025-08-04,8,Active,Medium,8975.61
L0001297,C001802,Home Improvement,London,25500,48,7.9,2025-01-26,2025-01-29,3,Approved,Low,13319.93
L0001298,C001804,Debt Consolidation,Midlands,2500,60,15.9,2026-03-25,2026-03-29,4,Delinquent,Low,806.78
L0001299,C001805,Car Finance,South East,21500,36,7.9,2025-10-10,2025-10-14,4,Active,Medium,13922.48
L0001300,C001806,Debt Consolidation,North West,15500,36,12.9,2025-10-02,2025-10-05,3,Active,Low,4244.91
L0001301,C001807,Home Improvement,Wales,23000,24,9.9,2025-06-20,2025-06-24,4,Active,Low,11562.73
L0001302,C001811,Car Finance,Wales,23000,36,18.9,2025-06-29,2025-07-03,4,Closed,Medium,0
L0001303,C001812,Home Improvement,Midlands,18000,36,18.9,2026-01-08,2026-01-09,1,Delinquent,Low,9689.04
L0001304,C001815,Personal Loan,North West,10000,24,15.9,2025-06-13,2025-06-17,4,Active,Low,8721.63
L0001305,C001816,Car Finance,Midlands,29500,36,15.9,2026-04-16,2026-04-21,5,Delinquent,High,21943.35
L0001306,C001817,Personal Loan,Scotland,26500,24,18.9,2025-02-26,2025-03-04,6,Delinquent,Low,8162.28
L0001307,C001818,Personal Loan,Midlands,27500,60,18.9,2025-08-29,2025-08-31,2,Active,Low,13701.22
L0001308,C001819,Home Improvement,Wales,25500,12,18.9,2026-06-01,2026-06-08,7,Active,Medium,14474.41
L0001309,C001820,Car Finance,London,14000,24,18.9,2026-01-31,2026-02-06,6,Closed,Low,0
L0001310,C001822,Car Finance,Scotland,4500,12,7.9,2025-03-07,2025-03-13,6,Active,Low,2693.5
L0001311,C001823,Car Finance,South West,25000,36,12.9,2025-12-25,2026-01-02,8,Active,Low,18461.93
L0001312,C001825,Debt Consolidation,Wales,13500,48,15.9,2025-04-25,2025-04-28,3,Active,High,12782.51
L0001313,C001827,Home Improvement,Scotland,25000,12,9.9,2025-01-29,2025-02-01,3,Active,Medium,8845.56
L0001314,C001828,Personal Loan,Midlands,24500,60,15.9,2025-04-15,2025-04-22,7,Active,Medium,14993.73
L0001315,C001829,Personal Loan,Midlands,17000,36,7.9,2025-12-14,2025-12-20,6,Approved,Low,11892.08
L0001316,C001830,Car Finance,North West,15000,24,18.9,2025-03-24,2025-03-30,6,Active,Medium,4503.68
L0001317,C001833,Home Improvement,Midlands,4000,36,18.9,2025-11-04,2025-11-09,5,Active,High,2967.56
L0001318,C001834,Car Finance,South West,17500,36,18.9,2025-04-18,2025-04-24,6,Active,Low,4956.26
L0001319,C001836,Car Finance,South East,18000,36,12.9,2026-04-09,2026-04-13,4,Active,Medium,3048.82
L0001320,C001837,Car Finance,Scotland,22500,36,15.9,2025-03-28,2025-04-03,6,Active,Low,19953.66
L0001321,C001838,Debt Consolidation,Wales,24500,48,7.9,2025-10-12,2025-10-15,3,Approved,Medium,21205.4
L0001322,C001841,Car Finance,South West,16500,60,7.9,2025-04-03,2025-04-09,6,Active,Low,13378.36
L0001323,C001843,Debt Consolidation,Scotland,8000,36,9.9,2026-01-06,2026-01-07,1,Defaulted,Low,7682.01
L0001324,C001844,Personal Loan,North West,7500,12,15.9,2026-01-22,2026-01-28,6,Active,High,6352.16
L0001325,C001845,Home Improvement,Wales,23500,24,9.9,2026-04-10,2026-04-13,3,Active,Medium,17096.32
L0001326,C001847,Home Improvement,South West,20000,48,7.9,2025-10-06,2025-10-11,5,Active,Low,19112.96
L0001327,C001848,Home Improvement,London,5000,12,7.9,2025-05-25,2025-05-29,4,Approved,Low,1348.72
L0001328,C001850,Car Finance,North West,21000,24,18.9,2025-08-08,2025-08-15,7,Active,Low,16293.26
L0001329,C001851,Home Improvement,Midlands,9500,24,12.9,2026-04-19,2026-04-23,4,Active,Low,3128.1
L0001330,C001854,Car Finance,Scotland,24000,12,7.9,2026-02-23,2026-03-02,7,Closed,Low,0
L0001331,C001855,Personal Loan,Scotland,11500,60,12.9,2026-03-28,2026-04-03,6,Closed,Low,0
L0001332,C001856,Debt Consolidation,Midlands,5500,24,12.9,2025-08-14,2025-08-20,6,Active,Medium,3186.64
L0001333,C001857,Home Improvement,South East,16500,36,7.9,2025-01-22,2025-01-27,5,Delinquent,Medium,15453.38
L0001334,C001858,Debt Consolidation,South West,15000,60,7.9,2026-05-09,2026-05-14,5,Active,Low,6404.55
L0001335,C001861,Debt Consolidation,Wales,26000,48,7.9,2026-01-31,2026-02-04,4,Active,Low,11448.94
L0001336,C001862,Debt Consolidation,London,4500,36,12.9,2025-07-14,2025-07-17,3,Delinquent,Low,3490.03
L0001337,C001863,Debt Consolidation,South West,16000,48,12.9,2026-02-20,2026-02-25,5,Closed,Medium,0
L0001338,C001864,Debt Consolidation,Scotland,18500,48,18.9,2025-11-15,2025-11-19,4,Approved,Low,5321.91
L0001339,C001866,Debt Consolidation,North West,23500,48,12.9,2026-05-21,2026-05-27,6,Active,Low,22618.09
L0001340,C001867,Home Improvement,Midlands,21500,12,18.9,2025-11-08,2025-11-14,6,Active,Low,18429.19
L0001341,C001868,Car Finance,South West,10000,12,15.9,2025-12-14,2025-12-18,4,Closed,Medium,0
L0001342,C001869,Debt Consolidation,North West,29000,36,7.9,2026-03-09,2026-03-14,5,Active,Low,8077.54
L0001343,C001871,Car Finance,Scotland,24000,60,15.9,2026-02-05,2026-02-09,4,Closed,High,0
L0001344,C001872,Home Improvement,Midlands,18000,48,7.9,2025-03-26,2025-03-31,5,Closed,Medium,0
L0001345,C001874,Car Finance,London,3000,12,12.9,2025-04-30,2025-05-04,4,Active,Low,540.89
L0001346,C001875,Home Improvement,Wales,10500,24,18.9,2026-02-01,2026-02-04,3,Active,Low,6529.39
L0001347,C001878,Home Improvement,South East,24500,36,15.9,2025-03-01,2025-03-08,7,Active,Low,13791.58
L0001348,C001879,Debt Consolidation,Scotland,9000,48,7.9,2025-02-12,2025-02-19,7,Closed,Low,0
L0001349,C001880,Debt Consolidation,South East,8500,60,9.9,2025-04-27,2025-05-03,6,Delinquent,High,7349.61
L0001350,C001884,Debt Consolidation,South West,21000,12,7.9,2025-12-22,2025-12-24,2,Active,Low,13427.7
L0001351,C001885,Car Finance,Wales,9000,60,9.9,2025-03-24,2025-03-28,4,Defaulted,Low,6942.38
L0001352,C001886,Debt Consolidation,Scotland,24000,60,18.9,2026-02-12,2026-02-17,5,Active,Low,19511.06
L0001353,C001888,Debt Consolidation,South East,17000,48,7.9,2025-09-27,2025-10-03,6,Active,Medium,3701.29
L0001354,C001889,Car Finance,Midlands,19500,48,15.9,2025-03-09,2025-03-16,7,Closed,Low,0
L0001355,C001890,Car Finance,North West,27000,60,18.9,2025-06-05,2025-06-10,5,Approved,High,25152.13
L0001356,C001892,Personal Loan,Midlands,26000,36,15.9,2025-02-20,2025-02-25,5,Active,Low,23099.9
L0001357,C001896,Home Improvement,South West,18000,48,7.9,2025-06-21,2025-06-26,5,Active,Medium,15238.01
L0001358,C001898,Debt Consolidation,Midlands,26500,24,15.9,2025-09-15,2025-09-21,6,Delinquent,Medium,8676.24
L0001359,C001900,Home Improvement,Midlands,4000,60,9.9,2025-11-30,2025-12-04,4,Approved,Low,2043.43
L0001360,C001903,Debt Consolidation,South West,11500,60,18.9,2025-09-05,2025-09-07,2,Active,High,2634.94
L0001361,C001904,Personal Loan,Wales,29500,24,9.9,2025-09-25,2025-09-29,4,Delinquent,Medium,21749.92
L0001362,C001905,Personal Loan,South East,21500,24,7.9,2025-07-23,2025-07-30,7,Active,Low,18139.52
L0001363,C001906,Car Finance,South East,5500,36,7.9,2025-03-13,2025-03-16,3,Active,Low,1592.91
L0001364,C001907,Car Finance,South West,27000,24,15.9,2025-08-20,2025-08-25,5,Active,Low,9053.26
L0001365,C001913,Personal Loan,Scotland,17000,24,15.9,2025-06-30,2025-07-03,3,Delinquent,Low,10822.57
L0001366,C001915,Personal Loan,South West,22000,60,7.9,2025-10-25,2025-10-28,3,Delinquent,Low,18907.54
L0001367,C001916,Car Finance,South West,20500,12,18.9,2025-04-19,2025-04-24,5,Closed,Medium,0
L0001368,C001917,Home Improvement,North West,17500,12,7.9,2025-02-24,2025-02-25,1,Approved,Low,10329.74
L0001369,C001918,Debt Consolidation,North West,10500,60,15.9,2025-07-28,2025-08-01,4,Approved,Medium,4745.91
L0001370,C001920,Car Finance,London,12500,24,9.9,2025-10-14,2025-10-22,8,Defaulted,Low,9462.75
L0001371,C001921,Car Finance,South West,17000,60,15.9,2025-03-20,2025-03-25,5,Active,High,5668.33
L0001372,C001922,Car Finance,Wales,9000,48,15.9,2026-01-28,2026-01-31,3,Active,Medium,3073.11
L0001373,C001923,Debt Consolidation,North West,17000,60,18.9,2026-05-25,2026-05-30,5,Active,High,7822.57
L0001374,C001924,Home Improvement,London,12000,12,15.9,2026-02-28,2026-03-03,3,Closed,Low,0
L0001375,C001926,Car Finance,South East,28500,36,18.9,2025-08-03,2025-08-07,4,Active,Low,4886.07
L0001376,C001927,Personal Loan,London,15000,60,7.9,2026-03-16,2026-03-20,4,Active,Low,11290.53
L0001377,C001930,Home Improvement,London,7500,12,9.9,2026-02-16,2026-02-21,5,Active,Low,7349.3
L0001378,C001931,Personal Loan,Wales,15000,36,18.9,2025-08-14,2025-08-16,2,Delinquent,Low,12565.21
L0001379,C001933,Home Improvement,London,19500,60,9.9,2025-04-27,2025-05-02,5,Active,Low,7833.92
L0001380,C001934,Car Finance,North West,22500,12,9.9,2026-04-08,2026-04-16,8,Active,Low,17044.34
L0001381,C001935,Personal Loan,Wales,28000,36,9.9,2025-01-09,2025-01-17,8,Delinquent,Low,24968.73
L0001382,C001936,Debt Consolidation,London,5000,36,15.9,2025-09-14,2025-09-18,4,Active,Low,4337.85
L0001383,C001937,Personal Loan,South East,26500,24,15.9,2025-08-21,2025-08-27,6,Delinquent,Low,21658.16
L0001384,C001938,Debt Consolidation,London,12500,60,15.9,2025-12-10,2025-12-17,7,Active,Low,3114.44
L0001385,C001939,Debt Consolidation,Wales,8500,36,7.9,2025-04-18,2025-04-26,8,Active,High,5732.99
L0001386,C001940,Personal Loan,South East,21000,60,7.9,2025-12-10,2025-12-17,7,Active,Low,8482.29
L0001387,C001943,Debt Consolidation,Wales,8000,12,18.9,2026-05-26,2026-06-02,7,Active,Low,1332.73
L0001388,C001944,Debt Consolidation,North West,15500,24,15.9,2025-03-22,2025-03-26,4,Active,Low,3575.3
L0001389,C001945,Personal Loan,Scotland,23500,36,7.9,2025-07-02,2025-07-06,4,Active,Low,12203.97
L0001390,C001946,Debt Consolidation,London,3500,24,15.9,2026-04-26,2026-05-04,8,Closed,Medium,0
L0001391,C001947,Debt Consolidation,South West,8500,24,9.9,2026-05-18,2026-05-22,4,Delinquent,Low,5539.41
L0001392,C001951,Home Improvement,South East,9000,60,7.9,2025-10-11,2025-10-16,5,Active,High,5536.05
L0001393,C001952,Car Finance,Scotland,12000,48,9.9,2026-03-03,2026-03-05,2,Active,High,4757.08
L0001394,C001953,Debt Consolidation,Scotland,17500,48,15.9,2025-08-18,2025-08-24,6,Delinquent,Low,7056.99
L0001395,C001955,Personal Loan,London,4000,60,12.9,2026-06-02,2026-06-07,5,Closed,Medium,0
L0001396,C001956,Debt Consolidation,South East,18500,12,7.9,2025-09-30,2025-10-04,4,Active,High,7011.49
L0001397,C001958,Debt Consolidation,Wales,8500,48,18.9,2025-03-15,2025-03-17,2,Closed,Low,0
L0001398,C001959,Debt Consolidation,Midlands,4500,36,18.9,2026-05-31,2026-06-03,3,Approved,Medium,1284.09
L0001399,C001960,Personal Loan,Midlands,21000,48,12.9,2026-06-03,2026-06-10,7,Approved,Low,17558.02
L0001400,C001962,Car Finance,Midlands,13000,48,18.9,2025-12-03,2025-12-06,3,Approved,Low,11877.06
L0001401,C001963,Car Finance,London,23500,60,15.9,2025-06-11,2025-06-18,7,Active,Low,7962.8
L0001402,C001964,Home Improvement,Midlands,8000,60,15.9,2025-09-30,2025-10-02,2,Active,Medium,6794.67
L0001403,C001965,Personal Loan,North West,6000,24,9.9,2025-01-22,2025-01-28,6,Active,High,2863.57
L0001404,C001966,Car Finance,North West,26500,36,7.9,2026-03-28,2026-03-30,2,Active,Low,10926.87
L0001405,C001967,Car Finance,Wales,20500,60,7.9,2026-03-07,2026-03-12,5,Active,Medium,12541.01
L0001406,C001969,Personal Loan,North West,11000,12,15.9,2026-01-01,2026-01-03,2,Active,Medium,6100.6
L0001407,C001971,Debt Consolidation,Midlands,6500,12,15.9,2025-10-20,2025-10-29,9,Active,High,1340.11
L0001408,C001973,Personal Loan,London,26000,24,7.9,2025-06-21,2025-06-26,5,Active,Low,18679.22
L0001409,C001974,Car Finance,Scotland,6000,12,15.9,2025-07-18,2025-07-21,3,Closed,Medium,0
L0001410,C001975,Personal Loan,South West,21000,12,12.9,2025-03-05,2025-03-12,7,Active,Low,10028.83
L0001411,C001976,Debt Consolidation,North West,5500,12,7.9,2025-11-16,2025-11-23,7,Closed,Low,0
L0001412,C001978,Personal Loan,North West,11000,24,9.9,2025-05-02,2025-05-06,4,Closed,Low,0
L0001413,C001980,Car Finance,Wales,20500,24,12.9,2026-01-19,2026-01-22,3,Active,Medium,17402.83
L0001414,C001982,Personal Loan,South West,3500,24,9.9,2026-05-25,2026-05-30,5,Closed,Low,0
L0001415,C001983,Personal Loan,South West,28500,60,9.9,2025-05-06,2025-05-08,2,Active,Medium,22774.41
L0001416,C001984,Debt Consolidation,South West,4000,24,7.9,2026-04-18,2026-04-22,4,Active,Low,2284.78
L0001417,C001985,Debt Consolidation,South East,27000,60,12.9,2025-05-05,2025-05-10,5,Approved,Low,9881.03
L0001418,C001986,Car Finance,North West,2000,12,15.9,2025-04-25,2025-05-04,9,Active,Low,724.05
L0001419,C001987,Home Improvement,Wales,5500,48,12.9,2025-01-15,2025-01-21,6,Closed,High,0
L0001420,C001989,Personal Loan,Scotland,27500,48,15.9,2026-05-24,2026-05-25,1,Closed,Low,0
L0001421,C001991,Personal Loan,London,6500,36,9.9,2025-11-04,2025-11-09,5,Approved,Medium,5659.74
L0001422,C001997,Personal Loan,South East,3500,48,18.9,2025-10-05,2025-10-11,6,Active,Medium,2796.66
L0001423,C001998,Personal Loan,North West,15000,24,9.9,2025-12-30,2026-01-01,2,Delinquent,Low,14129.37
L0001424,C002001,Debt Consolidation,Wales,21500,36,12.9,2025-06-09,2025-06-15,6,Active,Low,20465.19
L0001425,C002002,Personal Loan,South West,26500,24,15.9,2025-09-24,2025-09-30,6,Closed,Low,0
L0001426,C002003,Home Improvement,North West,5000,36,7.9,2026-01-13,2026-01-21,8,Active,Medium,3332.03
L0001427,C002004,Debt Consolidation,South West,6500,12,15.9,2025-04-11,2025-04-17,6,Approved,Low,2354.83
L0001428,C002005,Home Improvement,North West,18000,60,12.9,2026-05-25,2026-05-31,6,Active,Low,16261.27
L0001429,C002006,Home Improvement,South East,26500,48,12.9,2025-09-12,2025-09-16,4,Active,Low,25009.88
L0001430,C002007,Debt Consolidation,Wales,3500,36,7.9,2025-11-17,2025-11-20,3,Closed,Medium,0
L0001431,C002009,Debt Consolidation,North West,14000,12,15.9,2025-10-22,2025-10-25,3,Approved,Low,2339.32
L0001432,C002010,Car Finance,Scotland,25000,60,7.9,2025-07-15,2025-07-23,8,Delinquent,High,19120.26
L0001433,C002011,Home Improvement,Midlands,9500,60,12.9,2025-10-16,2025-10-22,6,Active,Low,7115.28
L0001434,C002012,Personal Loan,Wales,17500,48,7.9,2026-02-26,2026-02-28,2,Closed,Low,0
L0001435,C002013,Debt Consolidation,South West,2500,24,12.9,2025-02-01,2025-02-07,6,Active,Medium,1307.18
L0001436,C002015,Car Finance,Scotland,9500,24,9.9,2026-04-22,2026-04-30,8,Delinquent,Medium,1791.18
L0001437,C002016,Debt Consolidation,South East,5000,12,7.9,2025-09-13,2025-09-20,7,Active,Low,3735.01
L0001438,C002017,Home Improvement,Midlands,3500,12,9.9,2025-04-16,2025-04-22,6,Closed,Low,0
L0001439,C002018,Home Improvement,Midlands,28500,36,18.9,2025-04-03,2025-04-09,6,Defaulted,Medium,12217.47
L0001440,C002019,Debt Consolidation,South East,18500,12,18.9,2025-08-19,2025-08-25,6,Active,Low,3066.87
L0001441,C002020,Home Improvement,Scotland,2500,60,15.9,2026-05-27,2026-05-31,4,Active,Low,1815.23
L0001442,C002023,Personal Loan,Wales,16500,60,12.9,2026-01-10,2026-01-15,5,Closed,Low,0
L0001443,C002025,Car Finance,Wales,10500,60,7.9,2025-07-24,2025-07-28,4,Closed,Low,0
L0001444,C002026,Car Finance,Scotland,22000,12,9.9,2025-10-05,2025-10-09,4,Active,Low,18064.18
L0001445,C002029,Personal Loan,South West,8000,24,15.9,2026-01-04,2026-01-11,7,Closed,Medium,0
L0001446,C002031,Debt Consolidation,South East,7000,60,18.9,2025-01-02,2025-01-09,7,Active,Low,6796.56
L0001447,C002033,Car Finance,Scotland,27000,60,9.9,2025-01-26,2025-02-02,7,Closed,Low,0
L0001448,C002034,Personal Loan,Midlands,15500,12,9.9,2026-02-22,2026-02-26,4,Active,Low,3398.09
L0001449,C002035,Home Improvement,South West,10500,36,9.9,2025-05-14,2025-05-20,6,Delinquent,High,1611.83
L0001450,C002036,Personal Loan,London,4000,60,18.9,2025-08-02,2025-08-08,6,Active,Medium,2041.25
L0001451,C002037,Personal Loan,Wales,8000,36,9.9,2026-05-04,2026-05-09,5,Active,Medium,1859.1
L0001452,C002038,Debt Consolidation,South East,23000,60,9.9,2025-11-01,2025-11-05,4,Active,Medium,9455.03
L0001453,C002039,Home Improvement,Scotland,20000,12,9.9,2025-09-19,2025-09-23,4,Active,Medium,18098.37
L0001454,C002040,Personal Loan,London,28500,12,12.9,2025-02-13,2025-02-20,7,Closed,High,0
L0001455,C002041,Home Improvement,Midlands,3000,60,12.9,2026-01-02,2026-01-10,8,Active,Medium,1128.24
L0001456,C002042,Car Finance,South West,20000,24,12.9,2026-01-13,2026-01-19,6,Active,High,4846.09
L0001457,C002043,Debt Consolidation,South West,15000,60,15.9,2025-10-29,2025-11-04,6,Active,Low,8203.76
L0001458,C002044,Home Improvement,Midlands,2000,36,18.9,2025-05-15,2025-05-19,4,Active,Medium,727.93
L0001459,C002045,Car Finance,Midlands,20000,36,18.9,2025-05-11,2025-05-14,3,Active,High,9703.55
L0001460,C002046,Home Improvement,Wales,21000,24,18.9,2026-01-03,2026-01-12,9,Active,Low,5959.44
L0001461,C002047,Debt Consolidation,Wales,29500,48,9.9,2025-05-29,2025-06-02,4,Approved,Low,18755.38
L0001462,C002048,Car Finance,Wales,18500,12,9.9,2025-11-15,2025-11-20,5,Approved,Medium,7302.26
L0001463,C002049,Debt Consolidation,London,4500,60,15.9,2025-07-23,2025-07-30,7,Active,Medium,3224.89
L0001464,C002051,Car Finance,Scotland,29000,60,9.9,2025-05-08,2025-05-14,6,Closed,Medium,0
L0001465,C002052,Car Finance,Scotland,26500,60,15.9,2025-09-04,2025-09-11,7,Active,Medium,17919.61
L0001466,C002054,Debt Consolidation,South West,26500,36,9.9,2025-11-18,2025-11-23,5,Closed,Low,0
L0001467,C002055,Car Finance,South East,16000,24,9.9,2026-02-16,2026-02-20,4,Closed,Medium,0
L0001468,C002056,Car Finance,Wales,13000,48,15.9,2025-03-14,2025-03-17,3,Active,Low,4163.46
L0001469,C002057,Home Improvement,Midlands,10500,48,7.9,2026-04-19,2026-04-27,8,Active,Medium,9118.94
L0001470,C002060,Personal Loan,South West,3500,12,12.9,2025-07-08,2025-07-13,5,Active,Low,1190.54
L0001471,C002062,Home Improvement,North West,2000,60,7.9,2026-04-24,2026-04-29,5,Active,Low,1490.06
L0001472,C002063,Home Improvement,South East,29500,36,15.9,2025-05-30,2025-06-04,5,Active,High,8252.09
L0001473,C002065,Home Improvement,South West,27000,60,18.9,2026-02-24,2026-03-01,5,Delinquent,Medium,11334.22
L0001474,C002066,Home Improvement,South East,22000,24,18.9,2025-07-04,2025-07-09,5,Closed,Low,0
L0001475,C002068,Debt Consolidation,London,5500,36,15.9,2026-05-01,2026-05-08,7,Active,Medium,3363.87
L0001476,C002069,Debt Consolidation,Wales,10000,36,9.9,2025-09-17,2025-09-19,2,Closed,Medium,0
L0001477,C002070,Car Finance,Midlands,16500,48,9.9,2025-09-03,2025-09-09,6,Active,Low,13280.89
L0001478,C002071,Car Finance,North West,3000,12,15.9,2025-10-08,2025-10-15,7,Active,Low,2618.7
L0001479,C002072,Car Finance,Scotland,27000,12,9.9,2026-05-13,2026-05-16,3,Delinquent,High,22855.16
L0001480,C002073,Home Improvement,Wales,18500,60,7.9,2025-06-23,2025-06-27,4,Approved,Low,5387.39
L0001481,C002074,Home Improvement,South East,15000,36,12.9,2025-12-21,2025-12-26,5,Active,Low,2558.68
L0001482,C002076,Home Improvement,South East,29500,60,7.9,2026-01-19,2026-01-23,4,Closed,Low,0
L0001483,C002078,Home Improvement,Midlands,4500,36,7.9,2025-03-05,2025-03-11,6,Active,Medium,2823.83
L0001484,C002079,Personal Loan,London,18000,24,15.9,2026-03-17,2026-03-22,5,Active,Low,17612.58
L0001485,C002080,Car Finance,Midlands,24000,48,9.9,2026-05-27,2026-06-01,5,Delinquent,Low,5439.63
L0001486,C002081,Debt Consolidation,Wales,27000,60,9.9,2025-03-24,2025-03-29,5,Closed,High,0
